Name of medicine,EMA product number,Medicine status,International non-proprietary name (INN) / common name,Active substance
Glybera,EMEA/H/C/002145,Expired,alipogene tiparvovec,alipogene tiparvovec
Clopidogrel Teva Pharma (previously Clopidogrel HCS),EMEA/H/C/001133,Withdrawn,clopidogrel,clopidogrel (as hydrochloride)
Tigecycline Accord,EMEA/H/C/004419,Application withdrawn,tigecycline,tigecycline
Cheristin,EMEA/V/C/004316,Application withdrawn,,
NovoNorm,EMEA/H/C/000187,Authorised,repaglinide,repaglinide
Zontivity,EMEA/H/C/002814,Withdrawn,vorapaxar,vorapaxar sulfate
Somnena,EMEA/V/C/004293,Application withdrawn,buprenorphine,
Qinprezo,EMEA/H/C/004118,Application withdrawn,,vosaroxin
Elmisol,EMEA/H/C/004330,Application withdrawn,,
Recuvyra,EMEA/V/C/002239,Expired,fentanyl,fentanyl
Removab,EMEA/H/C/000972,Withdrawn,catumaxomab,catumaxomab
Sabervel,EMEA/H/C/002510,Expired,irbesartan,irbesartan
Cavoley,EMEA/H/C/004342,Application withdrawn,pegfilgrastim,pegfilgrastim
Efgratin,EMEA/H/C/004023,Application withdrawn,pegfilgrastim,pegfilgrastim
Optaflu,EMEA/H/C/000758,Expired,"influenza vaccine (surface antigen, inactivated, prepared in cell cultures)","influenza virus surface antigens (haemagglutinin and neuraminidase), inactivated, of the following strains:A/California/7/2009 (H1N1)pdm09 - like strain(A/Brisbane/10/2010, wild type)A/Switzerland/9715293/2013 (H3N2) - like strain(A/South Australia/55/2014, wild type)B/Phuket/3073/2013–like strain(B/Utah/9/2014, wild type)"
Enpaxiq,EMEA/H/C/004193,Application withdrawn,,
Solithromycin Triskel EU Services,EMEA/H/C/004179,Application withdrawn,,solithromycin
Vitekta,EMEA/H/C/002577,Withdrawn,elvitegravir,elvitegravir
Blectifor,EMEA/H/C/004100,Application withdrawn,caffeine citrate,Caffeine citrate
Imprida,EMEA/H/C/000775,Withdrawn,amlodipine;valsartan,valsartan;amlodipine (as amlodipine besilate)
Clopidogrel/Acetylsalicylic acid Teva,EMEA/H/C/002272,Withdrawn,clopidogrel;acetylsalicylic acid,clopidogrel;acetylsalicylic acid
Unituxin,EMEA/H/C/002800,Withdrawn,dinutuximab,Dinutuximab
Dutrebis,EMEA/H/C/003823,Withdrawn,lamivudine;raltegravir potassium,lamivudine;raltegravir potassium
Zioxtenzo,EMEA/H/C/004211,Application withdrawn,pegfilgrastim,pegfilgrastim
Graspa,EMEA/H/C/004055,Application withdrawn,,
Rasilamlo,EMEA/H/C/002073,Withdrawn,aliskiren hemifumarate;amlodipine besilate,aliskiren;amlodipine
Alendronic Acid / Colecalciferol Mylan,EMEA/H/C/004172,Application withdrawn,,alendronate sodium trihydrate;colecalciferol
Budesonide/Formoterol Teva,EMEA/H/C/003951,Withdrawn,budesonide;formoterol,Budesonide;formoterol fumarate dihydrate
Budesonide/Formoterol Teva Pharma B.V.,EMEA/H/C/003953,Withdrawn,budesonide;formoterol fumarate dihydrate,Budesonide;formoterol
Vylaer Spiromax,EMEA/H/C/003952,Withdrawn,budesonide;formoterol,Budesonide;formoterol fumarate dihydrate
Biograstim,EMEA/H/C/000826,Withdrawn,filgrastim,filgrastim
ChondroCelect,EMEA/H/C/000878,Withdrawn,characterised viable autologous cartilage cells expanded ex vivo expressing specific marker proteins,characterised viable autologous cartilage cells expanded ex vivo expressing specific marker proteins
Capecitabine SUN,EMEA/H/C/002050,Withdrawn,capecitabine,capecitabine
Zemfirza,EMEA/H/C/004003,Application withdrawn,,cediranib maleate
Pemetrexed ditromethamine Hospira,EMEA/H/C/004306,Application withdrawn,pemetrexed,pemetrexed ditromethamine
Celvapan,EMEA/H/C/000982,Withdrawn,"influenza vaccine (H1N1)v (whole virion, Vero cell derived, inactivated)","whole virion influenza vaccine, inactivated containing antigen of strain A/California/07/2009 (H1N1)v"
Kepnetic,EMEA/H/C/004176,Application withdrawn,,
Ertapenem Hospira,EMEA/H/C/004080,Application withdrawn,ertapenem,ertapenem sodium
Pantecta Control,EMEA/H/C/001099,Withdrawn,pantoprazole,pantoprazole
Cokiera,EMEA/H/C/004235,Application withdrawn,,
Arikayce,EMEA/H/C/003936,Application withdrawn,,amikacin sulfate
Incivo,EMEA/H/C/002313,Expired,telaprevir,telaprevir
Opsiria,EMEA/H/C/003978,Application withdrawn,sirolimus,sirolimus
Docetaxel SUN,EMEA/H/C/004086,Application withdrawn,docetaxel,
Kyndrisa,EMEA/H/C/003846,Application withdrawn,,
Zoledronic acid Teva Generics,EMEA/H/C/002805,Withdrawn,zoledronic acid,zoledronic acid monohydrate
Osigraft,EMEA/H/C/000293,Withdrawn,eptotermin alfa,eptotermin alfa
Dropcys,EMEA/H/C/004038,Refused,mercaptamine,mercaptamine
Krystexxa,EMEA/H/C/002208,Withdrawn,pegloticase,pegloticase
Begedina,EMEA/H/C/004144,Application withdrawn,,begelomab
Opgenra,EMEA/H/C/000819,Withdrawn,eptotermin alfa,eptotermin alfa
Xegafri,EMEA/H/C/004053,Application withdrawn,,
Pandemrix,EMEA/H/C/000832,Expired,"influenza vaccine (H1N1)v (split virion, inactivated, adjuvanted)","split influenza virus inactivated, containing antigen equivalent to A/California/07/2009 (H1N1)-derived strain used NYMC X-179A"
Avandamet,EMEA/H/C/000522,Expired,rosiglitazone;metformin,rosiglitazone;metformin hydrochloride
Avandia,EMEA/H/C/000268,Expired,rosiglitazone,rosiglitazone
RevitaCAM,EMEA/V/C/002379,Withdrawn,meloxicam,meloxicam
Lodipressin,EMEA/V/C/003786,Refused,amlodipine,amlodipine besilate
Repso,EMEA/H/C/001222,Withdrawn,leflunomide,leflunomide
Foscan,EMEA/H/C/000318,Authorised,temoporfin,temoporfin
Kepivance,EMEA/H/C/000609,Withdrawn,palifermin,palifermin
Heparesc,EMEA/H/C/003750,Refused,human heterologous liver cells,human heterologous liver cells
Aripiprazole Mylan,EMEA/H/C/004236,Application withdrawn,aripiprazole,aripiprazole
Nuedexta,EMEA/H/C/002560,Withdrawn,dextromethorphan hydrobromide;quinidine sulfate,dextromethorphan;quinidine
Paglitaz,EMEA/H/C/002309,Lapsed,pioglitazone,pioglitazone hydrochloride
"Prepandemic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted) Novartis Vaccines and Diagnostics",EMEA/H/C/002269,Expired,"prepandemic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted)",influenza virus surface antigens (haemagglutinin and neuraminidase) of strain A/Viet Nam/1194/2004 (H5N1)
Solumarv,EMEA/H/C/003858,Refused,insulin human,Insulin human
Focetria,EMEA/H/C/000710,Expired,"influenza vaccine H1N1v (surface antigen, inactivated, adjuvanted)",Influenza virus surface antigens (haemagglutinin and neuraminidase) of strain: A/California/7/2009 (H1N1)-derived strain used NYMC X-181
Nivolumab BMS,EMEA/H/C/003840,Withdrawn,nivolumab,nivolumab
Dicural,EMEA/V/C/000031,Withdrawn,difloxacin,difloxacin
Veraseal,EMEA/H/C/003914,Application withdrawn,,human fibrinogen;human thrombin
Sonata,EMEA/H/C/000227,Withdrawn,zaleplon,zaleplon
Oxapex,EMEA/V/C/002794,Application withdrawn,,
Aripiprazole Mylan,EMEA/H/C/003926,Application withdrawn,aripiprazole,aripiprazole
Lympreva,EMEA/H/C/002772,Refused,dasiprotimut-t,dasiprotimut-t
ProMeris,EMEA/V/C/000107,Withdrawn,metaflumizone,metaflumizone
ProMeris Duo,EMEA/V/C/000108,Withdrawn,metaflumizone;amitraz,metaflumizone;amitraz
Rienso,EMEA/H/C/002215,Withdrawn,ferumoxytol,Ferumoxytol
Clopidogrel DURA,EMEA/H/C/001132,Withdrawn,clopidogrel,clopidogrel (as hydrochloride)
Corluxin,EMEA/H/C/002830,Application withdrawn,,mifepristone
Ketoconazole AID-SCFM,EMEA/H/C/003800,Application withdrawn,ketoconazole,Ketoconazole
Provenge,EMEA/H/C/002513,Withdrawn,autologous peripheral-blood mononuclear cells activated with prostatic acid phosphatase granulocyte-macrophage colony-stimulating factor (sipuleucel-T),autologous peripheral-blood mononuclear cells including a minimum of 50 million autologous CD54+ cells activated with prostatic acid phosphatase granulocyte-macrophage colony-stimulating factor
Duloxetine Sandoz,EMEA/H/C/004009,Application withdrawn,duloxetine,duloxetine
BindRen,EMEA/H/C/002377,Withdrawn,colestilan,colestilan
Pumarix,EMEA/H/C/001212,Withdrawn,"pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted)","pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted) "
Docetaxel Mylan,EMEA/H/C/002317,Lapsed,docetaxel,docetaxel
Slentrol,EMEA/V/C/000116,Withdrawn,dirlotapide,dirlotapide
Oncept Melanoma,EMEA/V/C/003684,Application withdrawn,,
Egranli,EMEA/H/C/002637,Application withdrawn,,
Imagify,EMEA/H/C/002347,Application withdrawn,,perflubutane
TruScient,EMEA/V/C/002000,Withdrawn,dibotermin alfa,dibotermin alfa
Clopidogrel Teva Pharma B.V.,EMEA/H/C/001226,Withdrawn,clopidogrel,clopidogrel (as hydrobromide)
Purevax RCCh,EMEA/V/C/000092,Lapsed,"vaccine against feline viral rhinotracheitis, feline calicivirosis and feline Chlamydophila infections",attenuated feline rhinotracheitis herpesvirus (FHV F2 strain);inactivated feline calicivirosis antigens (FCV 431 and G1 strains);attenuated Chlamydophila felis (905 strain)
Vistide,EMEA/H/C/000121,Withdrawn,cidofovir,cidofovir
Masiviera,EMEA/H/C/002659,Refused,masitinib,masitinib
Ipreziv,EMEA/H/C/002517,Withdrawn,azilsartan medoxomil,azilsartan medoxomil
Fluenz,EMEA/H/C/001101,Withdrawn,"influenza vaccine (live attenuated, nasal)","reassortant influenza virus (live attenuated) of the following strains:A/California/7/2009 (H1N1)pdm09 like strain, A/Victoria/361/2011 (H3N2) like strain, B/Massachusetts/2/2012 like strain"
Neofordex,EMEA/H/C/002418,Application withdrawn,dexamethasone,dexamethasone
Topotecan Eagle,EMEA/H/C/002261,Withdrawn,topotecan,topotecan hydrochloride
Enthryv,EMEA/V/C/002808,Application withdrawn,,
Doribax,EMEA/H/C/000891,Withdrawn,doripenem,doripenem
Pioglitazone Krka,EMEA/H/C/002453,Withdrawn,pioglitazone,pioglitazone hydrochloride
Rivastigmine 3M Health Care Ltd,EMEA/H/C/003824,Withdrawn,rivastigmine,rivastigmine
Faldaprevir Boehringer Ingelheim,EMEA/H/C/003720,Application withdrawn,,faldaprevir
Clopidogrel Qualimed,EMEA/H/C/001135,Withdrawn,clopidogrel,clopidogrel (as hydrochloride)
Reasanz,EMEA/H/C/002817,Refused,serelaxin,serelaxin
Nerventra,EMEA/H/C/002546,Refused,laquinimod,laquinimod
Ioa,EMEA/H/C/002068,Withdrawn,nomegestrol acetate;estradiol,nomegestrol acetate;estradiol
Neocepri,EMEA/H/C/002773,Application withdrawn,,folic acid
Vynfinit,EMEA/H/C/002571,Application withdrawn,,
Folcepri,EMEA/H/C/002570,Application withdrawn,,Etarfolatide
Revasc,EMEA/H/C/000104,Withdrawn,desirudin,desirudin
Olanzapine Cipla (previously Olanzapine Neopharma),EMEA/H/C/000793,Withdrawn,olanzapine,olanzapine
Issarlos,EMEA/H/C/002756,Application withdrawn,,strontium ranelate;colecalciferol
Ditelos,EMEA/H/C/002593,Application withdrawn,,strontium ranelate;colecalciferol
Preotact,EMEA/H/C/000659,Withdrawn,parathyroid hormone (rDNA),parathyroid hormone (rDNA)
Meloxivet,EMEA/V/C/000124,Withdrawn,meloxicam,meloxicam
Netvax,EMEA/V/C/000134,Withdrawn,adjuvanted vaccine against necrotic enteritis of chickens due to Clostridium perfringens,Clostridium-perfringens-type-A alpha toxoid
Viracept,EMEA/H/C/000164,Withdrawn,nelfinavir,nelfinavir
Heplisav,EMEA/H/C/002603,Application withdrawn,,
Flexicam,EMEA/V/C/000102,Withdrawn,meloxicam,meloxicam
Clopidogrel Teva Generics B.V.,EMEA/H/C/002254,Lapsed,clopidogrel,clopidogrel (as hydrochloride)
Onduarp,EMEA/H/C/002118,Withdrawn,telmisartan;amlodipine,telmisartan
Leflunomide Teva,EMEA/H/C/002356,Lapsed,leflunomide,leflunomide
Winfuran,EMEA/H/C/002683,Application withdrawn,,
Docetaxel Teva Pharma,EMEA/H/C/002032,Lapsed,docetaxel,docetaxel
Tritanrix HepB,EMEA/H/C/000093,Lapsed,"diphtheria (D), tetanus (T), pertussis (whole cell) (Pw) and hepatitis B (rDNA) (HBV) vaccine (adsorbed)",Diphtheria toxoid;hepatitis B surface antigen;Bordetella pertussis (inactivated);tetanus toxoid
Clopidogrel ratiopharm,EMEA/H/C/001173,Withdrawn,clopidogrel,clopidogrel
Masican,EMEA/H/C/002670,Refused,masitinib,masitinib
Rasitrio,EMEA/H/C/002017,Withdrawn,aliskiren;amlodipine;hydrochlorothiazide,aliskiren;amlodipine;hydrochlorothiazide
IXinity,EMEA/H/C/002349,Application withdrawn,,trenonacog alfa;trenonacog alfa
Infanrix Penta,EMEA/H/C/000295,Lapsed,"diphtheria (D), tetanus (T), pertussis (acellular, component) (Pa), hepatitis B (rDNA) (HBV), poliomyelitis (inactivated) (IPV) vaccine (adsorbed)","Diphtheria toxoid;tetanus toxoid;Bordetella pertussis antigens (pertussis toxoid, filamentous haemagglutinin, pertactin);poliovirus (inactivated) (type 1 (Mahoney strain), type 2 (MEF-1 strain), type 3 (Saukett strain));hepatitis B surface antigen"
Belviq,EMEA/H/C/002597,Application withdrawn,,
Raxone,EMEA/H/C/002425,Application withdrawn,idebenone,idebenone
OraNera,EMEA/H/C/002443,Application withdrawn,,
Sepioglin,EMEA/H/C/002021,Withdrawn,pioglitazone,pioglitazone hydrochloride
Ibaflin,EMEA/V/C/000052,Withdrawn,ibafloxacin,ibafloxacin
Daronrix,EMEA/H/C/000706,Lapsed,"pandemic influenza vaccine (whole virion, inactivated, adjuvanted)","whole virion, inactivated, containing antigen*: A/Vietnam/1194/2004 (H5N1)* produced in eggs"
Omontys,EMEA/H/C/002600,Application withdrawn,,peginesatide
Kynamro,EMEA/H/C/002429,Refused,mipomersen sodium,mipomersen sodium
Qsiva,EMEA/H/C/002350,Refused,phentermine;topiramate,phentermine;topiramate
Nobivac Piro,EMEA/V/C/000084,Withdrawn,vaccine against babesiosis in dogs,"babesia canis, inactivated;babesia rossi, inactivated"
Fanaptum,EMEA/H/C/002371,Application withdrawn,iloperidone,iloperidone
Trevaclyn,EMEA/H/C/000897,Withdrawn,laropiprant;nicotinic acid,laropiprant;nicotinic acid
Pelzont,EMEA/H/C/000903,Withdrawn,laropiprant;nicotinic acid,laropiprant;nicotinic acid
Tredaptive,EMEA/H/C/000889,Withdrawn,laropiprant;nicotinic acid,laropiprant;nicotinic acid
Hyalograft C autograft,EMEA/H/C/002657,Application withdrawn,,
Bondenza (previously Ibandronic Acid Roche),EMEA/H/C/000502,Withdrawn,ibandronic acid,ibandronic acid
Ribavirin BioPartners,EMEA/H/C/001184,Lapsed,ribavirin,ribavirin
Possia,EMEA/H/C/002303,Withdrawn,ticagrelor,ticagrelor
Ruvise,EMEA/H/C/002551,Application withdrawn,imatinib,imatinib
Memantine FGK,EMEA/H/C/002687,Application withdrawn,memantine,memantine
Labazenit,EMEA/H/C/002201,Refused,budesonide;salmeterol,Budesonide;salmeterol
Istodax,EMEA/H/C/002122,Refused,romidepsin,romidepsin
Acrescent,EMEA/H/C/002424,Refused,memantine hydrochloride;donepezil hydrochloride,memantine hydrochloride;donepezil hydrochloride
Balaxur,EMEA/H/C/002708,Refused,memantine hydrochloride;donepezil hydrochloride,memantine hydrochloride;donepezil hydrochloride
Riprazo,EMEA/H/C/000853,Withdrawn,aliskiren,aliskiren
Jenzyl,EMEA/H/C/002259,Application withdrawn,,
Loulla,EMEA/H/C/002501,Application withdrawn,mercaptopurine,
Duloxetine Boehringer Ingelheim,EMEA/H/C/001007,Withdrawn,duloxetine,duloxetine
Solumarv,EMEA/H/C/002506,Application withdrawn,insulin human,Insulin human
Isomarv medium,EMEA/H/C/002610,Application withdrawn,insulin human,Insulin human
Combimarv,EMEA/H/C/002609,Application withdrawn,insulin human,Insulin human
Elelyso,EMEA/H/C/002250,Refused,taliglucerase alfa,taliglucerase alfa
Rilonacept Regeneron (previously Arcalyst),EMEA/H/C/001047,Withdrawn,rilonacept,rilonacept
Imprida HCT,EMEA/H/C/001161,Lapsed,amlodipine;valsartan;hydrochlorothiazide,amlodipine;valsartan;hydrochlorothiazide
Zerene,EMEA/H/C/000228,Withdrawn,zaleplon,zaleplon
Rivastigmine Teva,EMEA/H/C/001044,Withdrawn,rivastigmine,rivastigmine
SecreFlo,EMEA/H/C/002027,Application withdrawn,,
Riprazo HCT,EMEA/H/C/002420,Withdrawn,aliskiren;hydrochlorothiazide,aliskiren;hydrochlorothiazide
Sprimeo HCT,EMEA/H/C/002421,Withdrawn,aliskiren;hydrochlorothiazide,aliskiren;hydrochlorothiazide
Exalief,EMEA/H/C/000987,Lapsed,eslicarbazepine acetate,eslicarbazepine acetate
Hexavac,EMEA/H/C/000298,Withdrawn,"diphtheria, tetanus, acellular pertussis, inactivated poliomyelitis, hepatitis B (recombinant) and Haemophilus influenzae type b conjugate vaccine, adjuvanted",purified diphtheria toxoid;purified tetanus toxoid;purified pertussis toxoid;purified pertussis filamentous haemagglutinin;hepatitis B surface antigen;Inactivated Type 1 Poliovirus (Mahoney);Inactivated Type 3 Poliovirus (Saukett);Haemophilus influenzae type b polysaccharide
Regranex,EMEA/H/C/000212,Withdrawn,becaplermin,becaplermin
MabCampath,EMEA/H/C/000353,Withdrawn,alemtuzumab,alemtuzumab
Gonazon,EMEA/V/C/000075,Withdrawn,azagly-nafarelin,azagly-nafarelin
Valtropin,EMEA/H/C/000602,Withdrawn,somatropin,somatropin
Teslascan,EMEA/H/C/000137,Withdrawn,mangafodipir,mangafodipir trisodium
Refludan,EMEA/H/C/000122,Withdrawn,lepirudin,lepirudin
Clopidogrel Acino Pharma GmbH,EMEA/H/C/001175,Withdrawn,clopidogrel,clopidogrel
Clopidogrel Acino Pharma,EMEA/H/C/001172,Withdrawn,clopidogrel,clopidogrel
Clopidogrel Hexal,EMEA/H/C/001139,Withdrawn,clopidogrel,clopidogrel
Sprimeo,EMEA/H/C/000851,Withdrawn,aliskiren,aliskiren
Mulsevo,EMEA/H/C/002516,Application withdrawn,,semuloparin sodium
Egrifta,EMEA/H/C/002427,Application withdrawn,,tesamorelin
Folotyn,EMEA/H/C/002096,Refused,pralatrexate,pralatrexate
Pioglitazone Teva Generics,EMEA/H/C/002448,Application withdrawn,pioglitazone,pioglitazone hydrochloride
Oxapex,EMEA/V/C/002342,Application withdrawn,,
Fablyn,EMEA/H/C/000977,Lapsed,lasofoxifene,Lasofoxifene tartrate
Intrinsa,EMEA/H/C/000634,Withdrawn,testosterone,testosterone
Docefrez,EMEA/H/C/001074,Withdrawn,docetaxel,docetaxel
Zubrin,EMEA/V/C/000057,Withdrawn,tepoxalin,tepoxalin
Poulvac Flufend H5N3 RG,EMEA/V/C/000117,Withdrawn,recombinant inactivated avian influenza virus,recombinant inactivated avian influenza virus
PhotoBarr,EMEA/H/C/000493,Withdrawn,porfimer sodium,porfimer sodium
Pioglitazone ratiopharm GmbH,EMEA/H/C/002369,Application withdrawn,pioglitazone,pioglitazone
Pioglitazone ratiopharm,EMEA/H/C/002260,Application withdrawn,pioglitazone,pioglitazone
Pioglitazone ratio,EMEA/H/C/002370,Application withdrawn,pioglitazone,pioglitazone
Paccal Vet,EMEA/V/C/002237,Application withdrawn,paclitaxel,paclitaxel
Fluad Paediatric,EMEA/H/C/002299,Application withdrawn,,
Livensa,EMEA/H/C/000630,Withdrawn,testosterone,testosterone
"Prepandemic Influenza Vaccine (H5N1) (Split Virion, Inactivated, Adjuvanted) GlaxoSmithKline Biologicals",EMEA/H/C/001015,Withdrawn,"prepandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted)","split influenza virus, inactivated, containing antigen: A/VietNam/1194/2004 (H5N1) like strain used (NIBRG-14)"
Megestrol Alkermes,EMEA/H/C/002177,Application withdrawn,,
Xigris,EMEA/H/C/000396,Withdrawn,drotrecogin alfa (activated),drotrecogin alfa (activated)
Sumatriptan Galpharm,EMEA/H/C/002140,Refused,sumatriptan,sumatriptan succinate
Kalbitor,EMEA/H/C/002200,Application withdrawn,,
Janacti,EMEA/H/C/002394,Application withdrawn,,
Desloratadine Krka,EMEA/H/C/002461,Application withdrawn,desloratadine,desloratadine
Ablavar (previously Vasovist),EMEA/H/C/000601,Withdrawn,gadofosveset trisodium,gadofosveset trisodium
Clopidogrel Sandoz,EMEA/H/C/001174,Withdrawn,clopidogrel,clopidogrel
Arepanrix,EMEA/H/C/001201,Withdrawn,"pandemic influenza vaccine (H1N1)v (split virion, inactivated, adjuvanted)","split influenza virus, inactivated, containing antigen*: A/California/7/2009 (H1N1)v like strain (X-179A)*propagated in eggs."
Luveniq,EMEA/H/C/002069,Application withdrawn,,voclosporin
Alisade,EMEA/H/C/001019,Lapsed,fluticasone furoate,fluticasone furoate
Doxorubicin SUN,EMEA/H/C/002049,Application withdrawn,doxorubicin,doxorubicin hydrochloride
Yarvitan,EMEA/V/C/000113,Withdrawn,mitratapide,mitratapide
Ibandronic Acid Hexal,EMEA/H/C/002366,Application withdrawn,ibandronic acid,ibandronic acid
Avaglim,EMEA/H/C/000675,Withdrawn,rosiglitazone;glimepiride,rosiglitazone;glimepiride
Filgrastim ratiopharm,EMEA/H/C/000824,Withdrawn,filgrastim,filgrastim
Humenza,EMEA/H/C/001202,Withdrawn,"pandemic influenza vaccine (H1N1) (split virion, inactivated, adjuvanted)","split influenza virus, inactivated, containing antigen*: A/California/7/2009 (H1N1)v like strain (X-179A)*propagated in eggs."
Agenerase,EMEA/H/C/000264,Withdrawn,amprenavir,amprenavir
Beprana,EMEA/H/C/002159,Application withdrawn,,naproxcinod
Joicela,EMEA/H/C/002104,Application withdrawn,,
Enviage,EMEA/H/C/000850,Withdrawn,aliskiren,aliskiren
Epostim,EMEA/H/C/002265,Application withdrawn,epoetin alfa,epoetin alfa
Onsenal,EMEA/H/C/000466,Withdrawn,celecoxib,celecoxib
Thelin,EMEA/H/C/000679,Withdrawn,sitaxentan sodium,sitaxentan sodium
Clopidogrel 1A Pharma,EMEA/H/C/001054,Withdrawn,clopidogrel,clopidogrel
Topotecan SUN,EMEA/H/C/002091,Application withdrawn,topotecan,topotecan
Movectro,EMEA/H/C/001197,Application withdrawn,cladribine,Cladribine
Cerepro,EMEA/H/C/001103,Application withdrawn,,
